Commit SHA,Commit message
9a7cbcc6d1e08448b0964d7ceda7fc5bbe715653,'Fixed #10805 -- Updated Norwegian translation from jonklo.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10597 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
722ad5777392d7541c7fe1253dd28f99e7fca615,'Fixed #10773 -- Fixed some damage I did to the French in r10508.\n\nPatch from Karen Tracey.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10595 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
dfac29a2df02b4807f356b0ac1f9a540a18b356e,'Fixed #10674 -- Updated Arabic translation from Ossama M. Khayat.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10594 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
b429e36749560cc481b808300c35ce12c9271bf2,'Fixed #10593 -- Updated Brazilian translation from Guilherme Gondim.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10593 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
ab562bf954ca0514765b1f135b63e28e5f8f4434,"'Fixed #10694: correctly check permissions in the change password admin. Thanks, jturnbull.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10591 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
ccc8e104eef01752f078bedc99ca6b756e1f048c,"'Fixed #10799: fixed the use of list_editable with model inheritance and custom one-to-one parent links. Thanks, Alex Gaynor.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10590 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
1e4ad6f118007547c7e627f1d5bd11bfb2992bf9,"'Fixed #10002: inline file uploads now correctly display prior data. Thanks, dgouldin.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10588 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
a075422bfc433d196b2fd1e64b8c8b9dbbf32591,"'Fixed #9122: generic inline formsets now respect exclude and max_num. Thanks, Alex Robbins.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10586 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
002e3fd9e46a3914f974dbfaf546c968f8d8f5d2,"'Fixed #9124: fixed `SelectDateWidget` with `required=False`. Thanks, Bernd Schlapsi.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10584 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
41260fb93165a9fa18dba31b4766c8be50b430cb,"'Fixed #10156: `ModelMultipleChoiceField.clean` now does a single query instead of O(N). Thanks, Alex Gaynor. Also, I ported a few more doctests to unittests.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10582 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
800311964e0325545552febde0e092f93a12208f,"'Fixed introspection test case which caused ""ORA-00972: identifier is too long"" errors against Oracle.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10580 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
ff9b9e530c0cd4c62e279da0aed11ed426da59dc,'Fixed #9620 -- `GeometryColumns` and `SpatialRefSys` models now play nice with the `AppCache` routines.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10579 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
419ed444360cd9b843253f3901a96d41b003251e,"""Fixed #10363 -- Modified ModelForm handling to ensure that excluded fields can't be saved onto the model. Thanks to jgoldberg for the report, an Alex Gaynor for the fix.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10575 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
6590061a005b8772baee1a94d7799bcb58d9841d,'Fixed #9948 -- Corrected URLField validation to match RFC1035 (URL analog of #9890). Thanks to kratorius for the report and fix.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10574 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
48b459a83e40aa6dae588f114d68f54b95e860de,"'Fixed #9890 -- Modified the regex validation for email addresses to match RFC822/1035. Thanks to ozgur for the report, and kratorius for the patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10573 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4eaf4155f809c320e4b24e0f437ed9e1d856f9ef,"'Fixed #10836 -- Forgot to move import to to `where` module.  Thanks, seanl for ticket & patch.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10572 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
9103a9bd6cc2b40f9af5787687b0f359d0a36061,'Fixed #10779 -- Corrected description of an example in the files docs. Thanks to timo for the patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10567 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
565c190611aecf16e36b8d6a77d4c2b75fbdb6de,'Fixed #10559 -- Clarified documentation on customization of comments pages. Thanks to Thejaswi Puthraya for the patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10566 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
e6d2b14e359035f2e19089be629983162e7573e1,'Fixed #10726 -- Added documentation on AdminSite urls. Thanks to Alex Gaynor for the initial draft.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10565 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
83623d45c754dff956a3bc90ee34e35bca8a1bce,"'Fixed #10776 -- Added metadata targets for the contrib.admin docs, and used one of those targets to clarify the SlugField docs. Thanks to ernop for the suggestion, and timo for the patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10564 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
f3c3aa232c552937672af3cb12e5af4826a97a05,"'Fixed #10704 -- Resurrected documentation for {% else %} clause on {% ifchanged %}, lost during docs refactor. Thanks to Tarken for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10563 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
163bf995a5aaf2ca0e36ce769d26ce9ebccd4376,'Fixed #10812 -- Corrected typo in aggregation docs. Thanks to uzi for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10562 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
a47153c8c1da35968af023516ee0e1ad5a89e428,'Fixed #10822 -- Corrected minor typo in i18n docs. Thanks to prairiedogg for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10561 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f0d75dbe3e7f3715130921214330f088134159cb,"'Fixed #10833 -- Corrected load_backend so that it actually loads the requested backend, rather than always loading settings.DATABASE_BACKEND. Thanks to Alex Gaynor for the report and fix.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10560 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
bd8afb18940b3e4f711b714dd20abf1053e31e70,"""Fixed #10807 - `GeoWhereNode` no longer passes `Constraint` objects to where they shouldn't go.   \n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10559 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
6cc0c3887ca1c43650f49d16916ac0d9862ce61f,'Fixed #10458 -- Corrected the `next_month` and `previous_month` context variables provided with the generic month_archive view. The value returned now matches the docstring and the generic views documentation. Thanks to fperetti for the report and initial patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10556 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
cb43898d49ac60bf84a2eb83b331072e7651af5e,'Fixed #9522 -- Modified handling of values in base serializer so that field subclasses can define their own value_to_string() method for serialization. Thanks to Alex Koshelev for the report and initial patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10554 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
fd3ee7d7867dd13a336b90873ccb8df6302f2c05,'Fixed #9804 -- Corrected the introspection of sequence names. This was causing problems when flushing tables that had many-to-many relations through an inherited table. Thanks to jdimov for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10552 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
0fec0a5d704d487755209115719ca173913a43b7,'Fixed #10237 -- Corrected the handling of self-referential m2m fields when using multi-table inheritance. Thanks to Justin Lilly for the report and patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10550 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
91fe5d50dd44fdf4db1b61b61308bdb27e465653,"'Fixed #10716 -- Fixed a couple of typos in Oracle testing setup.\n\nThanks, canarix.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10547 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e9814029f570bd0866dc859147bca90340bcc913,'Fixed #10692 -- Fixed DecimalField lookups for extreme values.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10545 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
8931d8d68872f3b0742dafe02f4ab39d610c82e3,"'Fixed #10675 -- Added unicode paragraph and line-sep handling to escapejs.\n\nThere were a couple of line breaking Unicode characters (\\u2028 and\n\\u2029) that cause Javascript errors, at least in Firefox, if not\nescaped. So now we do so. Based on a patch from rleland.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10543 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
499a8ac3317aa67d3bd5f84fd668304b6adcdc30,'Fixed #10630 -- Be even more conservative in GZipMiddleware for IE.\n\nPatch from sebastien_noack.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10541 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
87e6939372790662752e227557415d3f4e180992,'Fixed #10267 -- Correctly handle IRIs in HttpResponse.build_absolute_uri().\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10539 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
794f2d121e9fd51debfabc8bdc8d6833dc61d7a4,'Fixed #10234 -- Improved error message when internationalizing templates.\n\nPatch from peterbe and Andrew Badr.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10538 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
cc10f50c192ee8d789c443e6d58dc10babc753b3,'Fixed #10789 -- Updated Estonian translation from RaceCondition.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10536 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
54800be3a14911d69c658845dfc6a0f100997d47,'Fixed #9577 --Fixed URL display in the debug template.\n\nPatch from Thomas G\xc3\xbcttler.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10534 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
77066516a066d69b3c396db40f3855c06f1f1f3f,"""Fixed #10438 -- Fixed MySQL backend behaviour for UPDATE behaviour.\n\nWe need to know the number of rows that are matched by an UPDATE query,\nnot just the number of rows that are changed. In the relatively unlikely\nevent that somebody was using Django's cursor proxy and relying on the\nprevious behaviour, well, that isn't the case any longer. We need to\nthis version.\n\nThanks to Daniel Tang for pointing out the solution here.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10532 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
a584a6b40f8f685f5809eb77de2c7be0b150aeda,"'Fixed #10071 -- Changed some internal database data representations.\n\nWe now pass numbers used in data queries as actualy numbers (integers) to the\ndatabase backends, rather than string forms. This is easier for some of the\nless flexible backeds.\n\nBased on a patch from Leo Soto and Ramiro Morales.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10530 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
1aa0d1b4a696c51c97a4b2294488e51354350678,"'Fixed #10490 -- Small wording correction in the docs. Thanks, matehat.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10529 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
50dbda9a3eb83c9e2e79b7d56305a1f0700f8478,"""Added a test from Jamie Gennis to ensure #9848 doesn't reappear.\n\nThe bug itself was fixed at some point in the past months (there have\nbeen a few improvements to update() recently). Fixed #9848.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10528 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
4a4d3e213316ea39a0f8d596c9c0d3dfba8ce495,'Fixed #10796 -- Corrected a pickling problem introduced by [10522]. Thanks to carljm for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10526 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
945b89e17797dc234f9d49874170b937b02e0315,'Fixed #10601 -- Fixed edit inline display in admin for right-to-left locales.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10524 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
92824e71028d40009d32fc68d459b0c2242fb7fe,"'Fixed #10738 -- Fixed content type values for deferred and proxy models.\n\nModels with deferred fields, or which are proxying for an existing\nmodel, now return the same ContentType object as the real model they\nreflect. Thanks to tomasz.elendt for help with fixing this.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10523 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
e12e0e18a4a666c22e119990a495c76079110934,'Fixed #10197 -- Corrected pickling of querysets when a subset of fields was selected.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10522 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
0fff47c90f01c33ffdd0e8ed8c4a623693b7d4dd,'Fixed #10766 -- Raise an error when annotate() references another aggreagte(). Thanks to aseering@mit.edu for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10521 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
b1a5db37e6631ab4a964d7f8d52dfe593f9e6c4b,"'Fixed #10369 -- Fixed auto-escaping inside ""tran"" and ""blocktrans"" tags.\n\nPatch from Andrew Badr.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10519 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
d18f75af447bc18b062564ab163943c16d79effc,"'Fixed #10357 -- Fixed the ""dbshell"" command for Windows users.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10517 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
0d2cf7bdd6ee7b404f6e0f8eebfa9e8979ba7671,'Fixed #10783 -- Fixed Javascript error when adding a new object in admin.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10516 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f4072f5be8477fdba485d9594c0c3ce2aca1d11b,'Fixed #10782 -- Fixed a Javascript error in the admin.\n\nViewing an empty changelist page no longer attempts to attach event\nlisteners to an undefined object.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10515 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
8dc73e8425f0672bb7e4734902879de53c6f7125,'Fixed #10571 -- Ensured that unicode POST data is correctly encoded by the test client. Thanks to Rick Wagner for his help identifying and fixing this problem.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10513 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
8fecf36b68230625fd4e96be9c946af73b7c33e5,'Fixed #10450 -- Fixed an initialisation problem in the savepoint code.\n\nPatch from Jeremy Dunck.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10511 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
3bd384aa62608ca2aebdf6d86ae1a75abb96f4bf,"'Fixed #10645 -- Added some robustness around some admin and modelform params.\n\nFieldset dictionary names, search fields and unique_together attribute\nnames all have to be convertible to strings (that has always been true).\nIf somebody passes in a unicode object, Python barfs because Django uses\nthose values as keyword argument names and function calls require\nparameter names to be str objects. We now convert thing to strs\nautomatically.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10510 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
d2fc8ae0e3f1a17e1e0df129431b54a9dff99638,"'Fixed #10773 -- Small fix to the French translation. Thanks, djoume.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10508 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
1a45c6acd3daf9f8f00cad143067fc1a21eed1c9,'Fixed #10778 -- Updated Russian translation from Andrew Fedorov.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10507 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
604c5bc52a2de713166351d4ca73b0072bd8e232,'Fixed the tests from #10455 so that they are set up correctly.\n\nThe previous versions only worked on SQLite. They failed\ncatastrophically on MySQL & PostgreSQL.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10506 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
e07a3a278ed27b95ed7ec53b97d991fad3b33aa6,'Fixed BooleanFields being coerced null=True in Oracle.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10505 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
a34b718192b4356a5ab39ac49d0e927d8a425a9c,"""Fixed #9640, #10549: BooleanFields with choices, a default, and null=False now correctly doesn't generate a blank option.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10500 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
b366bcc962d6390ecaa462d73fca9004c9e7f44c,"'Fixed #10753 -- Fixed regression in dispatcher after [10398]. Thanks for the patch and tests, minmax\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10497 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
9e9a2b88e8d2f76cc85fcdad9bd463bf77181418,"'Fixed #10038: make `BaseModelFormSet.save_existing_objects` use `Form.has_changed()` instead of looking at `changed_data` directly. Thanks, karihre.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10495 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
5e58810e2197f13dc8372bfeae66e95b908f601d,'Applied latest changes to `ListMixin` from Aryeh Leib Taurog and added him to AUTHORS; fixed memory leak introduced in r10174 -- no longer call `ListMixin.__init__` and set methods manually because it created references that prevented garbage collection; fixed several routines that had no need to be class methods.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10494 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
da17a314ca50ef67f454857981c92c43c55b53a3,'Fixed a silly typo in my bio. How embarrassing.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10490 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
95f5e4a8daceb351b8e12b52489d37f1408b140b,"'Fixed #10774: accessing form media types in templates (i.e. ``{{ form.media.js }}``) now works. Thanks, tarequeh and Alex Gaynor.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10489 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
bb75efc050a985ee1f389e85a2abd504c27c8035,'Fixed typo in GeoDjango deprecation error message\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10487 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
9faa1cd9b59a2b035d6af79079c2f5eb7d43772c,'Fixed #10747: fixed the auth tests to ignore broken user-supplied login/logout templates.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10482 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
49b2fc0c2bb89b07db106b8ea575387158615bdb,'Fixed #10708 -- Updated Japanese translation from Takashi Matsuo.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10481 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
766ececa5e63bb8c3836ddf252b6dbca4b536d72,'Fixed #10674 -- Updated Arabic translation from Ossama M. Khayat.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10479 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
ec8eeb732c6990548fb6d046594a9601377c151d,'Fixed #10652 -- Updated Slovenian translation from Gasper Zejn.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10477 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
2e02b79cd1b750b79a4ce433d51ca1d4ac955a63,"'Fixed #10593 -- Updated Portugese Brazilian translation.\n\nThanks, Guilherme Gondim.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10473 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
42d99b5a09e1765d423328a1b4011ddcd5ac89fb,'Fixed #10567 -- Slovak translation update from Marian Andre.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10471 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
ab28d44f50885b07ca185f003c7decc9fd797090,"'Fixed #10446 -- Updated Russiann translation. Thanks, dc.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10469 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
8cf6d2aa51534e43348b849fee9e2df24ed3290e,'Fixed #10175 -- Changed the Serbian translation to use Cyrillic for 1.1.\n\nThanks Janos Guljas for the patch and the entire sr team on django-i18n\nfor discussion around this issue.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10468 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
0884aa9b81f14cac84b4b083267c1aa693bce867,"'Fixed #10077 -- Fixed a Chinese translation error. Thanks, wizunion@gmail.com.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10466 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
be4a83c4483501102afbfd786100e46ed06cc05c,'Fixed #9315 -- Handle spaces in URL tag arguments.\n\nThanks Natalia Bidart and Mat\xc3\xadas Bordese for most of this patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10462 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f6309cbf8058b77729f9ba96c26accdbb7ae5596,'Fixed #8515 -- Fixed validation of Polish REGON numbers.\n\nPatch from Piotr Lewandowski.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10460 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
641c5fd3b50fa2b064c67243c41fda817513681c,'Fixed #7944: date-based generic views no longer get confused with a numeric month format. Thanks to Justin Lilly and Alex Gaynor.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10457 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
de9185094491bc4864a8864126d175035df5d6f0,"'Fixed #5563: `BooleanField(null=True)` now raises a validation warning telling users to use `NullBooleanField` instead. Thanks, SamBull.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10456 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
c0ad626dca67fe2e0c1dce3c5db524cfa77a9884,'Fixed #10647: intermediary tables between two umanaged models are no longer created.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10455 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f55f2b9d74bf59d1b3ace5df5f498998eb62cb28,"'Fixed #10059: `ModelAdmin.formfield_for_dbfield` now handles custom `Field` subclasses. Thanks, Alex Gaynor.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10454 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
6eaf154a2e81d21d02f3597dd0e3dad01db8d07c,'Fixed #9341: add another on `ManyToManyField`s with `raw_id_admins` now works correctly.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10452 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
7d1b4295b9779788b4cbd4b7bb99240807c62aa3,"'Fixed #9036: unified the permission checking in `AdminSite`, pushing it down to the `ModelAdmin` where it belongs.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10451 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
28f6b7162352a19b6f3931f46f3d26713c2712b4,"'Fixed the test from [10447] to not depend on `os.listdir()` ordering. I always forget about that one; thanks, buildbot.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10449 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
a64a61bf4a21f942828add0b7964f18cf777a5bb,'Fixed #8422: FilePathField now respects required=False.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10447 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
98ef7e85bdaad4b21c31b425a62b2c8bc294be48,'Fixed #10666 -- Corrected the handling of inherited fields with aggregate() and annotate(). Thanks to julienb for the report.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10446 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
bbe37492dcc8abbbb023307e6433b9b3f03a31f1,'Added some tests to show that #9672 has been fixed ever since [10215]. Refs #9672.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10440 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
6d6bbb6d0571d32b10978dc36a905c8d48c3ce1c,"'Fixed #9756: the for tag no longer leaves the context stack unbalanced when dealing with an empty iterable. Thanks, seanl.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10439 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
4f7950ac05bbb602d2cade142fafb5311c24fe9a,"'Fixed #10644: removed an undocumented, unused, and (as far as I can tell) unnecessary ""feature"" of the ifchanged tag. Thanks, akaihola.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10438 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
2c3c1f3ec4d87d35a8c466471b64cb39f1b097e7,'Fixed #9957: feeds now respect time zone information provided by the pub date.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10435 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
a6356cad4d23340c66af8bea569049c958b99b44,'Fixed #10757 -- Fixed improper selection of primary keys across relations when using `GeoManager.values`.\n\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10434 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
710dfea9132ec3ede3c7607d7f388618ed7f8bcb,"'Fixed #9555: respect the `feed_url` feed parameter. Thanks, sedden.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10432 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
752cc49a62f5e469abaef7eacbeeb1be3ae6400a,"'Fixed #10169: don\'t accidentally try to redirect to ""None"" after posting a comment.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10429 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
f2bdc14a95b76adca3bc35df6b83afecf0ab7ec0,"'Fixed #10633, #10691: marked strings in the comments app for translation. Thanks, zgoda.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10427 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
6319470f88d464204c0f62622cc3f8ff081bce0f,'Fixed #10585: comment redirects built from the `next` parameter now work correctly when `next` already contains a query string.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10424 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
eef2c5f6dea6ad06f064d46292d2f21ebebaf839,"""Fixed #9956: relax the URL pattern for primary keys in the comment redirect so that models with custom PKs aren't cut out of the loop.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10422 bcc190cf-cafb-0310-a4f2-bffc1f526a37"""
92a38be9c694639cad13ffdb03f492e462932db0,'Fixed #9792: corrected invalid HTML in the comment form and comment preview.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10420 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
f8adf99cdb449924b2ed2ddac33744da7eeb1efc,"'Fixed #9268: pass the ""next"" param through in the comment preview/post view. Also updated the docs to make this a bit clearer.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10418 bcc190cf-cafb-0310-a4f2-bffc1f526a37'"
366710e6368fbb7530ccfae92a2b6faa40ea4bc1,'Fixed #10183 -- Corrected the handling of unicode in assertContains and assertNotContains. Thanks to trbs for the patch.\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10414 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
37c21ef05d678d09a1143c3699c2165d0b8fa300,'Fixed #10714 - made mod_wsgi recommendation consistent across deployment documentation\n\ngit-svn-id: http://code.djangoproject.com/svn/django/trunk@10413 bcc190cf-cafb-0310-a4f2-bffc1f526a37'
